!=	BaiduTAG	语言术语
!DOCTYPE	BaiduCARD	！文档类型，一个文档类型标记是一种<a>标准通用标记语言</a>的文档类型声明，它的目的是要告诉<a>标准通用标记语言</a>解析器，它应该使用什么样的文档类型定义（<a>DTD</a>）来解析<a>文档</a>。
!DOCTYPE	BaiduTAG	科技
!DOCTYPE	BaiduTAG	计算机学
!DOCTYPE	中文名	！文档类型
!DOCTYPE	外文名	DOCument TYPE
!K7	BaiduTAG	音乐
!K7	BaiduTAG	专辑
!K7	BaiduTAG	音乐人物
(2001)中国旅游年鉴	定价	￥100.00元
(2001-2007)中央、国家机关公务员录用考试历年真题详解	BaiduCARD	为了净化公务员考试用书市场，为广大考生提供精品辅导用书，公务员录用考试专业指导用书编委会特组织公务员考试命题研究方面的专家编写了“公务员录用考试专业指导用书”系列丛书，前几年已经陆续推出了“指定参考用书”系列、“专业考试用书”系列，现隆重推“精品辅导用书”系列修订版。
(2001-2007)中央、国家机关公务员录用考试历年真题详解	BaiduTAG	书籍
(2001-2007)中央、国家机关公务员录用考试历年真题详解	ISBN	10位[7213036424]13位[9787213036422]
(2001-2007)中央、国家机关公务员录用考试历年真题详解	书名	国家机关公务员录用考试历年真题详解
(2001-2007)中央、国家机关公务员录用考试历年真题详解	书名	(2001-2007)中央
(2001-2007)中央、国家机关公务员录用考试历年真题详解	作者	高守
(2001-2007)中央、国家机关公务员录用考试历年真题详解	出版时间	2007-10-1
(2001-2007)中央、国家机关公务员录用考试历年真题详解	出版社	<a>浙江人民出版社</a>
(2001-2007)中央、国家机关公务员录用考试历年真题详解	定价	￥40.00元
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	BaiduTAG	书籍
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	ISBN	9787500124603
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	作者	李立新 编
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	出版时间	2010-5
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	副标题	读真题记单词英语专业四级词汇
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	定价	28.00元
(2001-2010)读真题记单词英语专业四级词汇－新航道英语学习丛书	页数	441
(2004)英语模拟试题与解析	BaiduTAG	书籍
(2004)英语模拟试题与解析	ISBN	9787302089025
(2004)英语模拟试题与解析	作者	何福胜
(2004)英语模拟试题与解析	出版时间	2004-8
(2004)英语模拟试题与解析	出版社	第1版 (2004年1月1日)
(2004)英语模拟试题与解析	定价	19.0
(2004)英语模拟试题与解析	装帧	平装
(2004)英语模拟试题与解析	页数	172
(2004)语文考前辅导教程	BaiduTAG	书籍
(2004)语文考前辅导教程	ISBN	9787302089599
(2004)语文考前辅导教程	作者	全国工程硕士专业学位教育指导委员会
(2004)语文考前辅导教程	出版时间	2004-7-1
(2004)语文考前辅导教程	定价	29.00
(2004)语文考前辅导教程	装帧	平装(无盘)
(2004)语文考前辅导教程	页数	385
(2006年度)中国医药卫生改革与发展相关文件汇编	BaiduCARD	中国药学会药事管理专业委员会从2000年开始组织编辑出版《中国医药卫生改革与发展相关文件汇编》（简称《汇编》）（2000年度、2001—2002年度、2002—2003年度、2004年度、2005年度，已出版5册）。该《汇编》出版后，成为了解国家医药卫生改革与发展工作方针政策的重要参考资料和培训教材，受到广大医药卫生工作者的欢迎。
(2006年度)中国医药卫生改革与发展相关文件汇编	BaiduTAG	书籍
(2006年度)中国医药卫生改革与发展相关文件汇编	ISBN	10位[7506737078]13位[9787506737074]
(2006年度)中国医药卫生改革与发展相关文件汇编	书名	(2006年度)中国医药卫生改革与发展相关文件汇编
(2006年度)中国医药卫生改革与发展相关文件汇编	作者	中医药学会药事管理专业委员会编著
(2006年度)中国医药卫生改革与发展相关文件汇编	出版时间	2007年
(2006年度)中国医药卫生改革与发展相关文件汇编	出版社	<a>中国医药科技出版社</a>
(2006年度)中国医药卫生改革与发展相关文件汇编	定价	￥45.00元
(2007)中药学综合知识与技能	BaiduCARD	梅全喜主编《(2007)中药学综合知识与技能》2007年8月由人民卫生出版社出版。该书分中医基础理论、中医诊断基础、常见病辨证论治、民族医药基础知识、常用医学检查指标及其临床意义、药学服务与咨询、中药调剂的基础知识与操作技能、中药的贮藏与养护、非处方药、中药的合理应用、特殊人群中药的使用、中药不良反应、中医药文献与信息、医疗器械基本知识14章。
(2007)中药学综合知识与技能	BaiduTAG	书籍
(2007)中药学综合知识与技能	ISBN	10位[7117088745]13位[9787117088749]
(2007)中药学综合知识与技能	书名	(2007)中药学综合知识与技能
(2007)中药学综合知识与技能	作者	梅全喜
(2007)中药学综合知识与技能	出版时间	2007年8月
(2007)中药学综合知识与技能	出版社	人民卫生出版社
(2007)中药学综合知识与技能	定价	￥24.00元
(2007)中药学综合知识与技能	类别	教育
(2007)中药学综合知识与技能	装帧	平装
(2007-2011)五年中考试题透视英语（上海卷）	BaiduTAG	书籍
(2007-2011)五年中考试题透视英语（上海卷）	ISBN	9787542852625
(2007-2011)五年中考试题透视英语（上海卷）	作者	《五年中考试题透视(2007-2011)
(2007-2011)五年中考试题透视英语（上海卷）	出版时间	2011-8
(2007-2011)五年中考试题透视英语（上海卷）	出版社	上海科教
(2007-2011)五年中考试题透视英语（上海卷）	定价	26.00元
(2007-2011)五年中考试题透视英语（上海卷）	页数	132
(2007～2011)五年中考试题透视语文（上海卷）	BaiduTAG	书籍
(2007～2011)五年中考试题透视语文（上海卷）	ISBN	9787542852670
(2007～2011)五年中考试题透视语文（上海卷）	作者	《5年中考试题透视2007-2011
(2007～2011)五年中考试题透视语文（上海卷）	出版时间	2011-8
(2007～2011)五年中考试题透视语文（上海卷）	出版社	上海科教
(2007～2011)五年中考试题透视语文（上海卷）	定价	22.00元
(2007～2011)五年中考试题透视语文（上海卷）	页数	136
(2007～2011)五年奥数试题透视五年级	BaiduTAG	书籍
(2007～2011)五年奥数试题透视五年级	ISBN	9787542852755
(2007～2011)五年奥数试题透视五年级	作者	《5年奥数试题透视》编写组 编
(2007～2011)五年奥数试题透视五年级	出版时间	2011-8
(2007～2011)五年奥数试题透视五年级	出版社	上海科教
(2007～2011)五年奥数试题透视五年级	定价	30.00元
(2007～2011)五年奥数试题透视五年级	页数	49
(2007～2011)五年奥数试题透视四年级	BaiduTAG	书籍
(2007～2011)五年奥数试题透视四年级	ISBN	9787542852380
(2007～2011)五年奥数试题透视四年级	作者	《5年奥数试题透视》编写组
(2007～2011)五年奥数试题透视四年级	出版时间	2011-8
(2007～2011)五年奥数试题透视四年级	定价	26.00元
(2007～2011)五年奥数试题透视四年级	页数	148
(2007～2011)五年高考试题透视化学（上海卷）	BaiduTAG	书籍
(2007～2011)五年高考试题透视化学（上海卷）	ISBN	9787542852700
(2007～2011)五年高考试题透视化学（上海卷）	作者	《五年高考试题透视2007-2011(上海卷)
(2007～2011)五年高考试题透视化学（上海卷）	出版时间	2011-8
(2007～2011)五年高考试题透视化学（上海卷）	出版社	上海科教
(2007～2011)五年高考试题透视化学（上海卷）	定价	34.00元
(2007～2011)五年高考试题透视化学（上海卷）	页数	268
(2007～2011)五年高考试题透视数学文科（上海卷）	BaiduTAG	书籍
(2007～2011)五年高考试题透视数学文科（上海卷）	ISBN	9787542852731
(2007～2011)五年高考试题透视数学文科（上海卷）	出版时间	2011-8
(2007～2011)五年高考试题透视数学文科（上海卷）	定价	20.00元
(2007～2011)五年高考试题透视数学文科（上海卷）	页数	90
(2007～2011)五年高考试题透视数学理科（上海卷）	BaiduTAG	书籍
(2007～2011)五年高考试题透视数学理科（上海卷）	ISBN	9787542852724
(2007～2011)五年高考试题透视数学理科（上海卷）	作者	《五年高考试题透视2007-2011(上海卷)
(2007～2011)五年高考试题透视数学理科（上海卷）	出版时间	2011-8
(2007～2011)五年高考试题透视数学理科（上海卷）	出版社	上海科教
(2007～2011)五年高考试题透视数学理科（上海卷）	定价	24.00元
(2007～2011)五年高考试题透视数学理科（上海卷）	页数	175
(2007～2011)五年高考试题透视语文（上海卷）	BaiduTAG	书籍
(2007～2011)五年高考试题透视语文（上海卷）	ISBN	9787542852410
(2007～2011)五年高考试题透视语文（上海卷）	作者	《五年高考试题透视2007-2011(上海卷)
(2007～2011)五年高考试题透视语文（上海卷）	出版时间	2011-8
(2007～2011)五年高考试题透视语文（上海卷）	出版社	上海科教
(2007～2011)五年高考试题透视语文（上海卷）	定价	28.00元
(2007～2011)五年高考试题透视语文（上海卷）	页数	158
(2009)中国学位与研究生教育发展年度报告	BaiduTAG	书籍
(2009)中国学位与研究生教育发展年度报告	ISBN	9787300130491
(2009)中国学位与研究生教育发展年度报告	作者	中国学位与研究生教育发展年度报告课题组
(2009)中国学位与研究生教育发展年度报告	定价	88.00元
(2009)国家司法考试	BaiduTAG	书籍
(2009)国家司法考试	ISBN	9787800808180
(2009)国家司法考试	出版时间	2009-2
(2009)国家司法考试	定价	35.00元
(2009)国家司法考试	页数	251
(2009)考研数学卷Ⅲ概率论与数理统计	BaiduTAG	书籍
(2009)考研数学卷Ⅲ概率论与数理统计	ISBN	9787800807084
(2009)考研数学卷Ⅲ概率论与数理统计	作者	费允杰
(2009)考研数学卷Ⅲ概率论与数理统计	出版时间	2008-3
(2009)考研数学卷Ⅲ概率论与数理统计	出版社	高等数学
(2009)考研数学卷Ⅲ概率论与数理统计	定价	20.00元
(2009)考研数学卷Ⅲ概率论与数理统计	页数	232
(2010)北京高校来华留学生教育研究	BaiduTAG	书籍
(2010)北京高校来华留学生教育研究	ISBN	9787561929049
(2010)北京高校来华留学生教育研究	定价	36.00 元
(2010)漳民终字第959号	BaiduCARD	福建省<a>漳州</a>市中级人民法院  民事判决书   （2010）漳民终字第959号   上诉人（原审被告）福建省九龙建设集团有限公司，住所地厦门市思明区鹭江道268号远洋大厦20层C区，组织机构代码15664199-8。   法定代表人林爱花，董事长。   委托代理人陈宗文，北京市大成律师事务所福州分所律师。
(2010.12)大学英语六级考试全真预测试卷	BaiduTAG	书籍
(2010.12)大学英语六级考试全真预测试卷	ISBN	9787802561373
(2010.12)大学英语六级考试全真预测试卷	作者	新东方四六级研究中心
(2010.12)大学英语六级考试全真预测试卷	出版时间	2010-7
(2010.12)大学英语六级考试全真预测试卷	副标题	备战2010年12月六级考试
(2010.12)大学英语六级考试全真预测试卷	定价	21.80元
(2010.12)大学英语六级考试全真预测试卷	页数	299
(2011)全国计算机等级考试上机真题考点详解	BaiduTAG	书籍
(2011)全国计算机等级考试上机真题考点详解	ISBN	9787121095788
(2011)全国计算机等级考试上机真题考点详解	出版时间	2009-11
(2011)全国计算机等级考试上机真题考点详解	定价	27.80元
(2011)全国计算机等级考试上机真题考点详解	页数	168
(2011)全国计算机等级考试上机考试题库	BaiduTAG	书籍
(2011)全国计算机等级考试上机考试题库	ISBN	9787121098727
(2011)全国计算机等级考试上机考试题库	作者	全国计算机等级考试命题研究中心
(2011)全国计算机等级考试上机考试题库	出版时间	2010-1
(2011)全国计算机等级考试上机考试题库	定价	24.80元
(2011)全国计算机等级考试上机考试题库	页数	151
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	ISBN	9787800806995
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	作者	周洁
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	出版时间	2010-1
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	出版社	群言
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	定价	12.00元
(2011)考研英语新大纲词汇掌上宝--新东方大愚英语学习丛书	页数	278
(2012)考研英语完形填空与填空式阅读	BaiduTAG	书籍
(2012)考研英语完形填空与填空式阅读	ISBN	9787533887650
(2012)考研英语完形填空与填空式阅读	作者	张销民
(2012)考研英语完形填空与填空式阅读	出版时间	2011-3
(2012)考研英语完形填空与填空式阅读	出版社	浙江教育
(2012)考研英语完形填空与填空式阅读	定价	30.00元
(2012)考研英语完形填空与填空式阅读	页数	359
(2012)考研英语拆分与组合翻译法	BaiduCARD	本书首先讲解翻译基础知识和翻译技巧，之后应用拆分与组合的翻译方法，深入浅出地剖析了历年考研翻译真题的难点和应对策略，提供详尽解析、全文参考译文和评分细则，并辅以50个难句翻译练习和10篇翻译模拟题，帮助考生系统掌握翻译知识，从容应对考研翻译。
(2012)考研英语拆分与组合翻译法	BaiduTAG	书籍
(2012)考研英语拆分与组合翻译法	书名	(2012)考研英语拆分与组合翻译法
(2012)考研英语拆分与组合翻译法	作者	唐 静 编
(2012)考研英语拆分与组合翻译法	出版时间	2011-02-01
(2012)考研英语拆分与组合翻译法	出版社	浙江教育出版社
(2012)考研英语拆分与组合翻译法	开本	16
(2012)考研英语拆分与组合翻译法	装帧	平装
(2012)考研英语拆分与组合翻译法	页数	307
(2012)考研英语语法新思维	BaiduTAG	书籍
(2012)考研英语语法新思维	ISBN	9787533889142
(2012)考研英语语法新思维	作者	张满胜
(2012)考研英语语法新思维	出版时间	2011-3
(2012)考研英语语法新思维	定价	25.00元
(2012)考研英语语法新思维	页数	254
(2012)考研英语阅读理解精读100篇（高分版）	BaiduTAG	书籍
(2012)考研英语阅读理解精读100篇（高分版）	ISBN	9787800809675
(2012)考研英语阅读理解精读100篇（高分版）	丛书	新东方大愚英语学习丛书
(2012)考研英语阅读理解精读100篇（高分版）	作者	印建坤
(2012)考研英语阅读理解精读100篇（高分版）	出版时间	2011-2
(2012)考研英语阅读理解精读100篇（高分版）	出版社	群言
(2012)考研英语阅读理解精读100篇（高分版）	副标题	新东方大愚英语学习丛书
(2012)考研英语阅读理解精读100篇（高分版）	定价	38.00元
(2012)考研英语阅读理解精读100篇（高分版）	页数	440
(2012)考研英语阅读真题语言注释与难句突破	BaiduTAG	书籍
(2012)考研英语阅读真题语言注释与难句突破	ISBN	9787800809668
(2012)考研英语阅读真题语言注释与难句突破	作者	周雷//范猛//金威
(2012)考研英语阅读真题语言注释与难句突破	出版时间	2011-4
(2012)考研英语阅读真题语言注释与难句突破	出版社	群言
(2012)考研英语阅读真题语言注释与难句突破	定价	32.00元
(2012)考研英语阅读真题语言注释与难句突破	页数	291
(2012-2013)事业单位公开招聘工作人员考试专用教材	BaiduTAG	书籍
(2012-2013)事业单位公开招聘工作人员考试专用教材	ISBN	9787509809907
(2012-2013)事业单位公开招聘工作人员考试专用教材	作者	启政事业单位考试命题研究中心
(2012-2013)事业单位公开招聘工作人员考试专用教材	出版时间	2011-12
(2012-2013)事业单位公开招聘工作人员考试专用教材	出版社	中共党史出版社
(2012-2013)事业单位公开招聘工作人员考试专用教材	副标题	公共基础知识
(2012-2013)事业单位公开招聘工作人员考试专用教材	定价	25.00元
(2012-2013)事业单位公开招聘工作人员考试专用教材	页数	106
(2012.12)-刑事法律文件解读-总第90辑	BaiduTAG	书籍
(2012.12)-刑事法律文件解读-总第90辑	ISBN	9787510906367
(2012.12)-刑事法律文件解读-总第90辑	作者	张军 编
(2012.12)-刑事法律文件解读-总第90辑	出版时间	2013-1
(2012.12)-刑事法律文件解读-总第90辑	副标题	刑事法律文件解读
(2012.12)-刑事法律文件解读-总第90辑	定价	16.00元
(2012.12)-刑事法律文件解读-总第90辑	页数	120
(2012.12)-行政与执行法律文件解读-总第96辑	BaiduTAG	书籍
(2012.12)-行政与执行法律文件解读-总第96辑	ISBN	9787510906244
(2012.12)-行政与执行法律文件解读-总第96辑	作者	江必新 编
(2012.12)-行政与执行法律文件解读-总第96辑	出版时间	2013-1
(2012.12)-行政与执行法律文件解读-总第96辑	定价	16.00元
(2012.12)-行政与执行法律文件解读-总第96辑	页数	120
(2013-2014)事业单位公开招聘工作人员考试专用教材	BaiduTAG	书籍
(2013-2014)事业单位公开招聘工作人员考试专用教材	ISBN	9787509809914
(2013-2014)事业单位公开招聘工作人员考试专用教材	作者	启政事业单位考试命题研究中心
(2013-2014)事业单位公开招聘工作人员考试专用教材	出版时间	2011-1
(2013-2014)事业单位公开招聘工作人员考试专用教材	副标题	行政职业能力测验历年试卷及解析
(2013-2014)事业单位公开招聘工作人员考试专用教材	定价	25.00元
(2014)53英语系列	BaiduTAG	书籍
(2014)53英语系列	ISBN	9787811199086
(2014)53英语系列	作者	刘庆收//王景宾|主编
(2014)53英语系列	出版时间	2013-4
(2014)53英语系列	出版社	首都师范大学出版社
(2014)53英语系列	副标题	234篇·中考英语阅读理解
(2014)53英语系列	定价	22.00元
(2014)53英语系列	页数	128
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	BaiduTAG	书籍
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	ISBN	9787565603082
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	作者	曲一线
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	出版时间	2012-5
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	出版社	首都师大
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	副标题	英语完形填空与阅读理解150+50篇
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	定价	23.00元
(2014)53英语系列·7年级·150+50篇·英语完形填空与阅读理解	页数	120
(2014)53英语系列·8年级·150+50篇·英语阅读理解	BaiduTAG	书籍
(2014)53英语系列·8年级·150+50篇·英语阅读理解	ISBN	9787565603136
(2014)53英语系列·8年级·150+50篇·英语阅读理解	作者	曲一线
(2014)53英语系列·8年级·150+50篇·英语阅读理解	出版时间	2012-5
(2014)53英语系列·8年级·150+50篇·英语阅读理解	出版社	首都师大
(2014)53英语系列·8年级·150+50篇·英语阅读理解	副标题	英语阅读理解150+50篇
(2014)53英语系列·8年级·150+50篇·英语阅读理解	定价	25.00元
(2014)53英语系列·8年级·150+50篇·英语阅读理解	页数	128
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	BaiduTAG	书籍
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	ISBN	9787565603044
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	作者	曲一线
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	出版时间	2012-5
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	出版社	首都师大
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	副标题	英语完形填空与阅读理解
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	定价	27.00元
(2014)53英语系列·高二·150+50篇·英语完形填空与阅读理解	页数	232
(2014)5·3同步·高中物理·选修3-3·RJ	BaiduTAG	书籍
(2014)5·3同步·高中物理·选修3-3·RJ	ISBN	9787504157584
(2014)5·3同步·高中物理·选修3-3·RJ	作者	曲一线
(2014)5·3同步·高中物理·选修3-3·RJ	出版时间	2013-4
(2014)5·3同步·高中物理·选修3-3·RJ	出版社	教育科学出版社
(2014)5·3同步·高中物理·选修3-3·RJ	副标题	高中物理
(2014)5·3同步·高中物理·选修3-3·RJ	定价	23.00元
(2014)5·3同步·高中物理·选修3-3·RJ	页数	166
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	BaiduTAG	书籍
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	ISBN	9787504151766
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	作者	曲一线 编
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	出版时间	2010-8
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	出版社	教育科学出版社
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	副标题	高中生物
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	定价	23.00元
(2014)5·3同步·高中生物·选修3·现代生物科技专题·RJ	页数	166
(2014)考研英语完形填空与填空式阅读	BaiduTAG	书籍
(2014)考研英语完形填空与填空式阅读	ISBN	9787802564121
(2014)考研英语完形填空与填空式阅读	作者	张销民
(2014)考研英语完形填空与填空式阅读	出版时间	2013-3
(2014)考研英语完形填空与填空式阅读	出版社	群言出版社
(2014)考研英语完形填空与填空式阅读	副标题	2014考研英语完形填空与填空式阅读
(2014)考研英语完形填空与填空式阅读	定价	32.00元
(2014)考研英语完形填空与填空式阅读	页数	372
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	BaiduTAG	书籍
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	ISBN	9787565600081
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	作者	曲一线
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	出版时间	2012-5
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	出版社	首都师范大学出版社
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	副标题	人教版.高中政治.1.必修
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	定价	23.00元
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	装帧	平装
(2014)高中同步·新课标·5年高考3年模拟·高中政治·必修1·RJ	页数	118
(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）	BaiduTAG	书籍
(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）	ISBN	9787111460039
(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）	书名	(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）
(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）	作者	赵鑫全
(2015)精点教材·MBA/MPA/MPAcc联考与经济类联考：逻辑精点（第6版）	出版社	机械工业出版社
(208)班公主驾到	BaiduTAG	小说作品
(208)班公主驾到	BaiduTAG	文学作品
(208)班公主驾到	BaiduTAG	小说
(208)班公主驾到	BaiduTAG	文学书籍
(208)班公主驾到	中文名	(208)班公主驾到
(208)班公主驾到	作者	淡淡の星空
(208)班公主驾到	小说进度	暂停
(208)班公主驾到	连载网站	幻剑书盟
(2727)十年	BaiduTAG	文学书籍
(2727)十年	BaiduTAG	小说作品
(2727)十年	BaiduTAG	文学作品
(2727)十年	BaiduTAG	小说
(2727)十年	中文名	(2727)十年
(2727)十年	作者	sourl
(2727)十年	小说进度	暂停
(2727)十年	连载网站	晋江文学城
(2769)劫难	BaiduTAG	小说
(2769)劫难	BaiduTAG	文学作品
(2769)劫难	BaiduTAG	文学书籍
(2769)劫难	BaiduTAG	小说作品
(2769)劫难	中文名	(2769)劫难
(2769)劫难	作者	冬季的缝隙
(2769)劫难	小说进度	已完结
(2769)劫难	连载网站	晋江文学城
(2CD)2011伤心胶囊	BaiduTAG	书籍
(2CD)2011伤心胶囊	ISBN	9787885162238
(2CD)2011伤心胶囊	出版时间	1900-01-01
(2CD)2011伤心胶囊	出版社	珠江电影制片公司白天鹅音像出版社
(2CD)2011伤心胶囊	定价	13.0
(2CD)一路听-最劲爆舞曲中文流行	BaiduTAG	书籍
(2CD)一路听-最劲爆舞曲中文流行	ISBN	9787885162269
(2CD)一路听-最劲爆舞曲中文流行	出版时间	1900-01-01
(2CD)一路听-最劲爆舞曲中文流行	出版社	珠江电影制片公司白天鹅音像出版社
(2CD)一路听-最劲爆舞曲中文流行	定价	21.0
(2CD)宝丽金黄金时代	BaiduTAG	书籍
(2CD)宝丽金黄金时代	ISBN	9787885162849
(2CD)宝丽金黄金时代	作者	Beyond
(2CD)宝丽金黄金时代	出版社	珠影白天鹅音像出版社
(2CD)宝丽金黄金时代	定价	15.0
(2CD)宝丽金黄金时代	装帧	平装
(2CD)蒙古民歌	BaiduTAG	书籍
(2CD)蒙古民歌	ISBN	9787885701161
(2CD)蒙古民歌	出版时间	1900-01-01
(2CD)蒙古民歌	定价	10.0
(2CD-ROM)围棋段位测试2000题	BaiduTAG	书籍
(2CD-ROM)围棋段位测试2000题	ISBN	9787894501233
(2CD-ROM)围棋段位测试2000题	作者	北京华夏树人数码科技有限公司
(2CD-ROM)围棋段位测试2000题	出版时间	2011-01-01
(2CD-ROM)围棋段位测试2000题	出版社	北京中电
(2CD-ROM)围棋段位测试2000题	定价	38.00元
(2CD-ROM)围棋段位测试2000题	页数	1
(2CD-ROM)少儿快乐学围棋	BaiduTAG	书籍
(2CD-ROM)少儿快乐学围棋	ISBN	9787894501424
(2CD-ROM)少儿快乐学围棋	作者	北京华夏树人数码科技有限公司
(2CD-ROM)少儿快乐学围棋	出版时间	2011-06-01
(2CD-ROM)少儿快乐学围棋	出版社	北京中电
(2CD-ROM)少儿快乐学围棋	定价	58.00元
(2CD-ROM)少儿快乐学围棋	页数	2
(2DVDR)SolidWorks高级曲面和钣金设计	BaiduTAG	书籍
(2DVDR)SolidWorks高级曲面和钣金设计	ISBN	9787894501301
(2DVDR)SolidWorks高级曲面和钣金设计	作者	北京中电电子出版社
(2DVDR)SolidWorks高级曲面和钣金设计	出版时间	2011
(2DVDR)SolidWorks高级曲面和钣金设计	出版社	北京中电
(2DVDR)SolidWorks高级曲面和钣金设计	原作名	陈雄文
(2DVDR)SolidWorks高级曲面和钣金设计	定价	48.00元
(2DVDR)SolidWorks高级曲面和钣金设计	页数	2
(2DVDROM)即学即会	BaiduTAG	书籍
(2DVDROM)即学即会	ISBN	9787894500953
(2DVDROM)即学即会	作者	北京华夏树人数码科技有限公司
(2DVDROM)即学即会	出版时间	2010-08-01
(2DVDROM)即学即会	出版社	北京中电
(2DVDROM)即学即会	定价	48.00元
(2DVDROM)即学即会	页数	2
(2H)1,4-苯并噻嗪-3(4H)-酮	BaiduTAG	化工产品
(2H)1,4-苯并噻嗪-3(4H)-酮	CAS号	5325-20-2
(2H)1,4-苯并噻嗪-3(4H)-酮	中文名	(2H)1,4-苯并噻嗪-3(4H)-酮
(2H)1,4-苯并噻嗪-3(4H)-酮	化学式	:C16H20ClNO5
(2H)1,4-苯并噻嗪-3(4H)-酮	英文名	:2H-1,4-Benzothiazin-3(4H)-one
(2R)-间硝基苯磺酸环氧丙酯	BaiduTAG	化工产品
(2R)-间硝基苯磺酸环氧丙酯	BaiduTAG	理学
(2R)-间硝基苯磺酸环氧丙酯	中文名	(2R)-间硝基苯磺酸环氧丙酯
(2R)-间硝基苯磺酸环氧丙酯	分子式	C9H9NO6S
(2R)-间硝基苯磺酸环氧丙酯	分子量	259.23
(2R)-间硝基苯磺酸环氧丙酯	外文名	3-Nitrobenzenesulfonic Acid (R)-Glycidyl Ester
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	BaiduTAG	理学
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	BaiduTAG	化工产品
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	CAS号	105560-93-8
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	中文别名	对甲氧苯基缩水甘油酸甲酯
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	中文名	(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	分子式	C11H12O4
(2R, 3S)-(-)-对甲氧苯基缩水甘油酸甲酯	外文名	methyl 2R,3S-(-)-3-(4-methoxyphenyl)oxiranecarboxylate
(2R,3R)-2-氨基-3-甲氧基丁酸	CAS号	104195-79-1
(2R,3R)-2-氨基-3-甲氧基丁酸	中文名	(2R,3R)-2-氨基-3-甲氧基丁酸
(2R,3R)-2-氨基-3-甲氧基丁酸	化学式	C5H11NO3
(2R,3R)-2-氨基-3-甲氧基丁酸	摩尔质量	133.14
(2R,3R)-2-氨基-3-甲氧基丁酸	英文名	(2R,3R)-2-Amino-3-methyloxybutanoic acid
(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸	CAS号	87421-23-6
(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸	中文名	(2R,3S)-(-)-2-氨基-3-羟基-4-甲基戊酸
